Municipio,UF,Post/Coment,Data,Usuario,Comentarios,ComentarioTraduzido,Subjetividade,Polaridade,Analise
Ajuricaba,RS,Comentario,2021-12-06 01:53:55,elainemarlipiesanti,Muito show esses eventos promovendo o esporte.,Much show these events promoting the sport.,0.2,0.2,Positivo
Ajuricaba,RS,Comentario,2021-12-04 01:15:12,luccaenzo04,"Um prazer enorme representar minha cidade, e obrigado pelo reconhecimento, tmjj","A huge pleasure represent my city, and thanks for the recognition, TMJJ",0.55,0.3,Positivo
Ajuricaba,RS,Comentario,2021-12-04 02:20:27,dududallabridaa,Pra cima irmão,Up,0.0,0.0,Neutro
Ajuricaba,RS,Comentario,2021-12-04 11:01:29,monica_andreia21,Quanto orgulho eu tenho de ti,How much pride I have of you,0.2,0.2,Positivo
Ajuricaba,RS,Comentario,2021-12-04 12:07:17,alzirotoso,Pra cima ...na torcida por aki,Up ... in the crowd by aki,0.0,0.0,Neutro
Ajuricaba,RS,Comentario,2021-10-16 23:36:17,andrighettop,Que barbaridade. Trabalho ninguém quer.,What a barbarity. I work nobody wants.,0.1,0.2,Positivo
Ajuricaba,RS,Comentario,2021-10-17 01:04:32,elainemarlipiesanti,É mais fácil,It's easier,0.0,0.0,Neutro
Ajuricaba,RS,Comentario,2021-09-29 15:29:43,rosandroandrebrigo,"Quando entrou o plano real, uma cerveja custava o mesmo q um litro de gasolina. Vai aumentar pra manter o nivelamento","When the Real Plan entered, a beer cost the same as a liter of gasoline. Will increase to maintain leveling",0.213,0.1,Positivo
Ajuricaba,RS,Comentario,2021-09-29 15:38:07,guilherme.horing.79,Agora sim tudo vai parar kkkkk,Now everything will stop kkkkk,0.0,0.0,Neutro
Ajuricaba,RS,Comentario,2021-09-16 17:09:01,isoldematter,HEITA Povinho invejoso deixa eles serem felizes,Heita Povinho envious lets them be happy,1.0,0.8,Positivo
Ajuricaba,RS,Comentario,2021-09-16 18:26:33,alexandrehoring,"Noticia la de Santa Rosa,que isso vai acrescentar nas nossas vidas???","Noticia La de Santa Rosa, that this will add to our lives ???",0.0,0.0,Neutro
Ajuricaba,RS,Comentario,2021-09-17 12:11:56,valdirstephanini,Só não quero saber quem são kkkk,I just don't want to know who kkkk are,0.0,0.0,Neutro
Ajuricaba,RS,Comentario,2021-09-15 23:21:20,cilibohn,Parabéns para a minha grande terra!,Congratulations to my great land!,0.75,1.0,Positivo
Álvares Machado,SP,Comentario,2022-09-07 14:22:29,ezekiel_nunes30,Triste não ver mais aquelas paradas festivas parece que o civismo está acabando muito triste era lindo os desfiles na avenida,Sad not seeing those festive stops seems that civility is ending very sad it was beautiful the parades on the avenue,1.0,-0.1,Negativo
Álvares Machado,SP,Comentario,2022-08-05 22:31:34,dirce6571,Obaaaa esse é nosso prefeito,Obaaaa this is our mayor,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-08-06 00:51:16,guilherme_arigaoficial,Top demais,Too top,0.5,0.5,Positivo
Álvares Machado,SP,Comentario,2022-08-05 19:40:02,manda_tosta,Facam vai ser melhor q expo,Facam will be better q expo,0.5,0.5,Positivo
Álvares Machado,SP,Comentario,2022-08-05 20:12:59,modapraiaemasculina1980,Onde vai ser a façam..??,Where will it be doing .. ??,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-08-05 03:05:51,lucaswillianms10,Queria q vcs postassem um pdf de como vai ficar,I wanted you to post a pdf of how it will be,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-06-30 13:09:54,ezekiel_nunes30,olha eles aí canta muito,Look at them there sings a lot,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-06-27 02:46:34,eliaslags,Prefeito quando vai fazer casinha no pq dos Pinheiros e panorama me avisa por favor q preciso de uma pra minha família pagar aluguel está ficando difícil muito obrigado DEUS abençoe.,Mayor when he will make a little house at the pine and panorama let me know that I need one for my family to pay rent is getting difficult thank you very much God bless.,0.587,-0.142,Negativo
Álvares Machado,SP,Comentario,2022-06-21 15:22:40,valdirene_gcarvalho,Ficou maravilhosa!!!,It was wonderful !!!,1.0,1.0,Positivo
Álvares Machado,SP,Comentario,2022-06-21 15:44:25,valterluciobezerra,"Parabéns, Valdirene!","Congratulations, Valdirene!",0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-06-21 16:34:51,fernanda_avellaneda_adv,A Val é maravilhosa! Cuidadosa em tudo que faz! Parabéns!!!!,Val is wonderful! Careful in everything you do! Congratulations!!!!,1.0,0.347,Positivo
Álvares Machado,SP,Comentario,2022-06-21 17:25:28,river_bryanzorzatto,Que trabalho lindo!!,What a beautiful job !!,1.0,1.0,Positivo
Álvares Machado,SP,Comentario,2022-06-21 18:31:48,taniasoarespiquione,nossa que linda parabéns à todos envolvidos...quem ganha somos todos nós machadenses,wow that beautiful congratulations to all involved ... who wins are all of us Machadenses,0.733,0.417,Positivo
Álvares Machado,SP,Comentario,2022-06-15 23:28:32,ianaraoficial,Parabéns a todos. Que alegria em saber e ver a educação de nossas crianças sendo prioridade nessa gestão. Que orgulho de vocês!!!! Parabéns parabéns.,Congratulations to all of you. What a joy to know and see the education of our children being a priority in this management. What a pride of you !!!! Congratulations Congratulations.,0.2,1.0,Positivo
Álvares Machado,SP,Comentario,2022-06-15 23:38:12,cristianehiguti,"Parabéns prefeito, ficou tudo muito lindo as instalações com certeza proporcionará, muito conforto para nossas crianças e muito mais tranquilidade aos seus pais parabéns pelo excelente trabalho que está desenvolvendo para o nosso munícipio","Congratulations Mayor, everything was very beautiful the facilities will surely provide, much comfort for our children and much more tranquility to your parents congratulations on the excellent work you are developing for our municipality",0.718,0.64,Positivo
Álvares Machado,SP,Comentario,2022-06-15 23:42:18,marciocristianorodriguespon,Parabéns,Congratulations,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-06-15 23:49:34,artesgelatelie,muito orgulho deste Governo Machadense.,Very proud of this Machadense government.,1.0,1.0,Positivo
Álvares Machado,SP,Comentario,2022-06-15 23:52:33,rodrigo.bortoluzzi,Parabéns prefeito e equipe da prefeitura,Congratulations Mayor and City Hall staff,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-06-15 23:53:39,carla.cavalleri,Ficou maravilhosa,It was wonderful,1.0,1.0,Positivo
Álvares Machado,SP,Comentario,2022-06-16 00:33:38,josejlpp,O negócio agora é virar prefeito de prudente heim . Precisamos de alguém como vc!,The business is now becoming mayor of Prudente huh. We need someone like you!,0.85,0.562,Positivo
Álvares Machado,SP,Comentario,2022-06-16 01:08:25,laircefuruya,"Parabéns, que lindo!","Congratulations, how beautiful!",1.0,1.0,Positivo
Álvares Machado,SP,Comentario,2022-06-16 01:34:53,eliaslags,Parabéns só falta casas para pq dos Pinheiros e panorama .,Congratulations just missing houses for the pines and panorama.,0.05,-0.2,Negativo
Álvares Machado,SP,Comentario,2022-06-16 02:40:58,river_bryanzorzatto,Que bacana prefeito ! Nossas crianças merecem...,What a cool mayor! Our children deserve ...,0.65,0.438,Positivo
Álvares Machado,SP,Comentario,2022-06-16 11:22:49,silvasantoscicera,Parabéns prefeito,Congratulations Mayor,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-05-30 14:44:54,simone.coelho.37853,Os alunos do Franco Montoro e da Márcia Helena tbm vão ganhar tênis ?,Will Franco Montoro and Márcia Helena also have students win tennis?,0.4,0.8,Positivo
Álvares Machado,SP,Comentario,2022-05-30 14:49:17,valterluciobezerra,Muito bom! Parabéns,Very good! Congratulations,0.78,1.0,Positivo
Álvares Machado,SP,Comentario,2022-05-30 14:56:02,jaquelinematos628,Parabéns nossas crianças merecem,Congratulations our children deserve,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-05-30 15:26:42,soniadgalante,Parabéns pelo investimento na educação,Congratulations on investment in education,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-05-31 21:01:28,renatinha5788,uhuhuhuhu parabéns prefeito,uhuhuhuhu congratulations mayor,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2022-03-03 18:46:31,shirley.domingos78,Top,Top,0.5,0.5,Positivo
Álvares Machado,SP,Comentario,2022-03-22 16:00:14,sarahsouza_dancas,"Aulas gratuitas de dança, chamar (67) 99235-0030 para mais informações","Free dance classes, call (67) 99235-0030 for more information",0.65,0.45,Positivo
Álvares Machado,SP,Comentario,2022-02-24 21:13:41,lopes8597,Legal,Nice,1.0,0.6,Positivo
Álvares Machado,SP,Comentario,2022-02-09 02:19:13,flaviacastrocadette,foi prorrogado,was extended,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2021-12-08 12:32:18,sy_rocha,precisamos levar aqueles lixos eletrônicos!,We need to take those electronic waste!,0.0,-0.25,Negativo
Álvares Machado,SP,Comentario,2021-11-30 21:38:11,paulohairdesign,Parabéns a nossa cidade querida,Congratulations to our dear city,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2021-06-19 01:28:21,andresinvaldo,Parabéns mais uma conquista,Congratulations another achievement,0.0,0.0,Neutro
Álvares Machado,SP,Comentario,2021-06-14 09:38:03,hellenfernandacosta,"Essa cidade só vive de asfalto, é a única ocupação da prefeitura fazer asfalto","This city only lives on asphalt, it is the only occupation of the city to make asphalt",1.0,0.0,Neutro
Álvares Machado,SP,Comentario,2021-02-20 05:32:17,hiagosouzasp,Que continue crescendo,Growing,0.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-15 13:00:48,barbosaesantosateofim,Que benção,What a bless,0.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-14 22:49:36,idorosariovieira,"Lages e pinheiros , tem eleitor n né , la tb merece ter sinal de internet","Lages and Pinheiros, there is no reader right, there also deserves to have internet signal",0.536,0.286,Positivo
Alvinópolis,MG,Comentario,2022-09-14 22:58:55,barbosaesantosateofim,"Finalmente,os melhores","Finally, the best",0.65,0.5,Positivo
Alvinópolis,MG,Comentario,2022-09-15 11:42:13,daniela.nardy,Parabéns,Congratulations,0.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-14 23:16:39,michelleappereira,Que bacana,Cool,0.65,0.35,Positivo
Alvinópolis,MG,Comentario,2022-09-14 21:26:13,dan700307,"E que continuem com notícias como essas, para o bem estar da população.","And continue with news like this, for the welfare of the population.",0.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-14 20:32:50,azilad47,"Parabéns, morei em Alvinopolis em 1980 onde comecei minha carreira profissional na Fabril Mascarenhas. Fiquei feliz em ver o progresso da cidade. Deu saudade e vontade de voltar a morar.","Congratulations, I lived in Alvinopolis in 1980 where I started my professional career at Fabril Mascarenhas. I was happy to see the progress of the city. He missed and wanted to live again.",0.533,0.345,Positivo
Alvinópolis,MG,Comentario,2022-09-14 21:25:23,dan700307,Que coisa boa! Que todos possam ser atendidos com presteza em suas necessidades.,What good thing! May everyone be treated with promptness in their needs.,0.6,0.875,Positivo
Alvinópolis,MG,Comentario,2022-09-14 20:16:53,anapaula.mf.70,"Parabéns! Fico feliz em ver a cidade que minha mãe nasceu, "" meus avós Rita e Puig"" amavam progredindo e crescendo.","Congratulations! Glad to see the city that my mother was born, ""my grandparents Rita and Puig"" loved progressing and growing.",0.9,0.6,Positivo
Alvinópolis,MG,Comentario,2022-09-14 21:04:33,veronicarodrigues578,Isso é bom já passou da hora,This is good it's over time,0.6,0.7,Positivo
Alvinópolis,MG,Comentario,2022-09-14 21:52:33,tamaraporciano,O pediatra só devia ficar no hospital de plantão pois sempre tem crianças que precisam e não tem !Quase fui para Ponte Nova por falta de pediatra .....,The pediatrician should only stay in the hospital on duty because there are always kids who need it and not! I almost went to Ponte Nova for lack of pediatrician .....,1.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-15 00:54:35,necacotta,"Que ótimo!Para melhorar precisa de um oftalmologista destinado a atuar no atendimento as crianças em idade escolar.Temos muitas reclamações em sala de aula,e muitas vezes os pais não tem como arcar com a consulta e compra dos óculos. Fica a dica!","Great! To improve you need an ophthalmologist designed to work in school -age. We have many complaints in the classroom, and often parents cannot afford the consultation and purchase of glasses. It is the tip!",0.625,0.812,Positivo
Alvinópolis,MG,Comentario,2022-09-15 00:04:51,michelleappereira,"Que Deus abençoe seu trabalho Simone, você é nosso orgulho","May God bless your work Simone, you are our pride",0.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-14 16:31:21,crepaldelima,. Esse prefeito trabalha mesmo! Parabéns!,. This mayor really works! Congratulations!,0.2,0.312,Positivo
Alvinópolis,MG,Comentario,2022-09-14 17:57:10,crepaldelima,"Como seria bom ter um prefeito aqui que pegasse na massa igual esse preceito daí. Aqui a gente nem vê o prefeito, só na época de eleição.","How good it would be to have a mayor here who took the mass like that precept there. Here we don't even see the mayor, only at the time of election.",0.8,0.35,Positivo
Alvinópolis,MG,Comentario,2022-09-15 00:03:40,michelleappereira,"Como me sinto feliz e privilegiada por ver o caminho da nossa Creche asfaltado,","How do I feel happy and privileged to see the path of our paved day care,",1.0,0.8,Positivo
Alvinópolis,MG,Comentario,2022-09-14 15:03:35,instrutora_bruna,fala com Eduardo para fazer,Talk to Eduardo to do,0.0,0.0,Neutro
Alvinópolis,MG,Comentario,2022-09-10 00:04:38,denisevania1,"LIDERANÇAS POLÍTICAS E EMPRESARIAIS DE ALVINÓPOLIS Uma cidade do nosso porte tem necessidade de possuir representantes fortes e influentes no legislativo estadual e federal, pois são os deputados que conseguem ser ouvidos pelos mandatários do Poder Executivo. Por isso estamos pedindo as lideranças políticas e empresariais de nosso município que expliquem para os candidatos que estão apoiando a necessidade da construção do asfalto Catas Altas – Alvinópolis, 60 km de pavimentação no máximo, colocando nossa região de uma vez por todas dentro da região mineradora de Mariana, Catas Altas, Santa Bárbara, Barão de Cocais, Ouro Preto, Itabirito.","Alvinópolis Political and Business Leaders a city of our size has the need to have strong and influential representatives in the state and federal legislature, as it is the deputies who can be heard by the officers of the Executive Power. That is why we are asking for the political and business leaders of our municipality that explain to the candidates who are supporting the need to build the Catas Altas asphalt - Alvinópolis, 60 km of paving at most, putting our region once and for all within the mining region Mariana, Catas Altas, Santa Barbara, Baron of Cocais, Ouro Preto, Itabirito.",0.337,0.237,Positivo
Alvinópolis,MG,Comentario,2022-09-10 00:08:09,denisevania1,"LIDERANÇAS POLÍTICAS E EMPRESARIAIS DE ALVINÓPOLIS Uma cidade do nosso porte tem necessidade de possuir representantes fortes e influentes no legislativo estadual e federal, pois são os deputados que conseguem ser ouvidos pelos mandatários do Poder Executivo. Por isso estamos pedindo as lideranças políticas e empresariais de nosso município que expliquem para os candidatos que estão apoiando a necessidade da construção do asfalto Catas Altas – Alvinópolis, 60 km de pavimentação no máximo, colocando nossa região de uma vez por todas dentro da região mineradora de Mariana, Catas Altas, Santa Bárbara, Barão de Cocais, Ouro Preto, Itabirito.","Alvinópolis Political and Business Leaders a city of our size has the need to have strong and influential representatives in the state and federal legislature, as it is the deputies who can be heard by the officers of the Executive Power. That is why we are asking for the political and business leaders of our municipality that explain to the candidates who are supporting the need to build the Catas Altas asphalt - Alvinópolis, 60 km of paving at most, putting our region once and for all within the mining region Mariana, Catas Altas, Santa Barbara, Baron of Cocais, Ouro Preto, Itabirito.",0.337,0.237,Positivo
Alvinópolis,MG,Comentario,2022-09-10 22:56:57,denisevania1,"“Nós precisamos de asfalto, não de abraço”, poderia ser um ótimo refrão cantado em verso e prosa pelos alvinopolenses nas eleições de 2022 como forma de protesto. Por que não temos acesso através de uma rodovia asfaltada, pouco mais de 50 km da MINERAÇÃO e do TURISMO de Mariana, Sta. Bárbara, Ouro Preto, Barão de Cocais, Itabirito, Congonhas ? Os deputados que passaram por essas bandas nesses últimos 50 anos não têm culpa do asfalto Catas Altas – Alvinópolis não ter saído, a culpa está nas lideranças locais que nunca lutaram em pró dessa causa. . Diante da evidência dos benefícios que esse projeto poderia trazer para nossa região não podemos mais contentar somente com emendas parlamentares, , temos uma grande obra para ser feita , precisamos de deputados fortes e influentes junto ao executivo, não deixe passar em branco mais uma vez, conversem com as lideranças sobre esse assunto e não jogue seu voto fora.","“We need asphalt, not a hug,” could be a great chorus sung in verse and prose by the alvinopolenses in the 2022 elections as a form of protest. Because we do not have access through a paved highway, just over 50 km from Mining and Tourism of Mariana, STA. Barbara, Ouro Preto, Baron of Cocais, Itabirito, Congonhas? The deputies who have passed these bands in the last 50 years are not to blame for the asphalt Catas Altas - Alvinópolis has not come out, the fault is in the local leaders who have never fought for this cause. . Given the evidence of the benefits that this project could bring to our region we can no longer be content with parliamentary amendments,, we have a great work to be done, we need strong and influential deputies with the executive, do not let it go blank again, Talk to the leaders on this subject and don't throw your vote away.",0.376,0.267,Positivo
Alvinópolis,MG,Comentario,2022-09-11 16:09:51,denisevania1,"Por que na época de eleições aparece esse volume de candidatos a deputado estadual e federal pedindo votos em Alvinópolis? Porque nossas lideranças nunca trabalharam em pró de uma causa, prova disso é que até hoje não temos uma rodovia asfaltada até Mariana? Santa Bárbara, Ouro Preto, Barão de Cocais, Itabirito, Congonhas? Quando chega as eleições acontece um verdadeiro racha , apurando poucos votos e diminuindo nossa capacidade de reinvindicar junto ao executivo. Uma cidade do porte da nossa não pode mais ficar contentando somente com emenda parlamentar , precisamos do asfalto Catas Altas-Alvinópolis, para isso temos que ter deputados fortes e influentes junto ao governo.","Why at the time of elections appears this volume of candidates for state and federal deputy asking for votes in Alvinópolis? Because our leaders have never worked on a cause, proof of this is that until today we don't have a paved highway to Mariana? Santa Barbara, Ouro Preto, Baron of Cocais, Itabirito, Congonhas? When the elections arrive a real crack happens, finding few votes and reducing our ability to claim with the executive. A city of the size of ours can no longer be content with parliamentary amendment alone, we need the Catas Altas-Alvinópolis asphalt, so we have to have strong and influential deputies with the government.",0.378,0.144,Positivo
